IGBP,TIMESTAMP,LAT,LON,BLUE_L,GREEN_L,RED_L,NIR_L,SWIR1_L,SWIR2_L,NDVI_L,LSWI_L,NIRV_L,NIRVP_L,PAR_M,TA_E,VPD_E
CRO,2006-07-13,51.0997,10.9146,0.048965669,0.078563057,0.05578434,0.461509428,0.136965054,0.054045636,0.784322397,0.542352995,0.361972181,45.34757097,125.2791606,296.8416589,0.980822377
CRO,2006-07-20,51.0997,10.9146,-0.099139569,-0.052344539,-0.030571656,0.737632844,0.149704152,0.055397566,1.086475276,0.539930995,0.801419847,112.258126,140.0740528,300.4613628,2.172167274
CRO,2006-09-15,51.0997,10.9146,0.047737148,0.074243059,0.05204696,0.480608607,0.147702062,0.053479901,0.804575553,0.529246263,0.386685935,30.69461806,79.37867725,292.3413016,0.801881267
CRO,2007-02-22,51.0997,10.9146,0.089668273,0.089980303,0.079528724,0.143827279,0.121471754,0.076167167,0.287874754,0.08792885,0.041404242,1.395815204,33.7118885,279.0029004,0.178262091
CRO,2007-03-10,51.0997,10.9146,0.098193436,0.111314046,0.105814957,0.29022718,0.276124195,0.174055424,0.465637884,0.024042654,0.13514077,6.077470438,44.971406,278.3628089,0.238290714
CRO,2007-07-16,51.0997,10.9146,0.054859617,0.087310122,0.107430772,0.190566047,0.256567491,0.188241108,0.278980414,-0.147613767,0.053164195,7.557722367,142.1581273,298.3844166,1.366204954
CRO,2007-08-01,51.0997,10.9146,0.04366329,0.065657358,0.079367678,0.129265432,0.203287921,0.14706033,0.239165076,-0.223096725,0.030915777,4.270970641,138.1485795,288.0113163,0.559838586
CRO,2007-08-17,51.0997,10.9146,0.073835282,0.109944422,0.12877124,0.219270071,0.353066117,0.26507313,0.260023246,-0.233851783,0.057015316,5.521792721,96.847534,288.3321476,0.583141456
CRO,2007-08-24,51.0997,10.9146,-0.019879383,0.015515021,0.030162068,0.357146166,0.270584191,0.187288365,0.844247733,-0.065932195,0.301519841,34.88934084,115.711592,290.7535496,0.500635387
CRO,2008-06-16,51.0997,10.9146,0.050916781,0.067971341,0.050233881,0.521388571,0.131773125,0.050215339,0.824241049,0.596654934,0.429749863,42.00667497,97.7468025,285.7891547,0.36568884
CRO,2008-07-02,51.0997,10.9146,0.039450082,0.074620087,0.058969702,0.419739938,0.13533718,0.058374283,0.753630606,0.512322483,0.316328863,49.01482425,154.9489469,296.1693878,1.361351363
CRO,2009-02-02,51.0997,10.9146,0.465296799,0.498954269,0.505593409,0.506482395,0.155170444,0.115524891,0.000878379,0.530932842,0.000444883,0.004847184,10.89540605,272.9499289,0.110047068
CRO,2009-02-18,51.0997,10.9146,0.358162959,0.367469851,0.36174013,0.354523368,0.111866425,0.077175026,-0.010075568,0.51993725,-0.003572024,-0.119644578,33.49489438,269.3424937,0.136575724
CRO,2009-04-07,51.0997,10.9146,-0.039454784,0.019604251,0.100322374,0.160239564,0.283545696,0.257259288,0.229953733,-0.277934949,0.036847686,2.901478583,78.74249138,285.8495153,0.314341177
CRO,2009-07-05,51.0997,10.9146,0.035344492,0.066949727,0.049304118,0.424669536,0.230361442,0.118135055,0.791954184,0.295838233,0.336318816,53.70910723,159.6970038,293.1279202,0.861390938
CRO,2009-07-28,51.0997,10.9146,0.035618868,0.059474748,0.047958071,0.205973708,0.09243554,0.047419403,0.622275939,0.400966689,0.128172482,14.22531933,110.9857519,291.3236478,0.747530628
CRO,2009-08-06,51.0997,10.9146,0.048380293,0.086535865,0.071151297,0.348765288,0.23125175,0.128527155,0.661116994,0.201844306,0.230574659,30.66112928,132.9770124,293.8787804,1.015594734
CRO,2009-08-22,51.0997,10.9146,0.055025665,0.072506467,0.065999154,0.163824357,0.116790967,0.07094304,0.425653596,0.166977912,0.069732427,5.438683225,77.99360316,290.4159393,0.711258072
CRO,2009-09-07,51.0997,10.9146,0.050144922,0.074953724,0.08847092,0.174637653,0.275454536,0.232715263,0.327494962,-0.224380393,0.057192951,5.610291197,98.09410175,288.7750772,0.555987531
CRO,2009-09-23,51.0997,10.9146,0.052892676,0.071992104,0.084940887,0.162354931,0.275390033,0.24041293,0.31304227,-0.259153287,0.050823956,3.470700585,68.2886745,288.8409932,0.438862681
CRO,2009-10-09,51.0997,10.9146,0.046587638,0.061970836,0.070300744,0.118040348,0.22343966,0.196545178,0.253474181,-0.309220252,0.02992018,1.494981503,49.965658,282.5103645,0.329460679
CRO,2009-11-26,51.0997,10.9146,0.045821957,0.058267721,0.063317587,0.107890359,0.185295358,0.153982629,0.260342891,-0.264761817,0.028088488,0.466809389,16.61924238,281.3530045,0.261715755
CRO,2010-04-03,51.0997,10.9146,0.06829505,0.089344776,0.093161419,0.200873033,0.301838177,0.25674222,0.366323109,-0.201268046,0.073584434,4.445751788,60.41701413,279.4474799,0.28324983
CRO,2010-04-19,51.0997,10.9146,0.061311924,0.088780276,0.087936422,0.249716816,0.269766275,0.210392556,0.479131773,-0.038563861,0.119647261,12.20406475,102.0003688,281.5274703,0.292101141
CRO,2010-05-05,51.0997,10.9146,0.041844865,0.065278349,0.058520252,0.274260721,0.184812419,0.12060994,0.648295688,0.1956546,0.177802043,22.51376365,126.6226379,279.5479438,0.372395259
CRO,2010-06-22,51.0997,10.9146,0.030295062,0.051804431,0.034787936,0.463539993,0.144231604,0.063577494,0.860381353,0.525261499,0.398821166,35.1339258,88.09443629,286.5534318,0.478089408
CRO,2010-07-08,51.0997,10.9146,0.033005841,0.061047928,0.046521244,0.362335158,0.137532149,0.061328168,0.772432357,0.449574751,0.2798794,44.76182778,159.9325558,294.4448191,1.149327993
CRO,2011-04-22,51.0997,10.9146,0.052181731,0.074231466,0.084117761,0.180947747,0.285942869,0.265129464,0.365305869,-0.22945914,0.066101274,7.467202316,112.9660878,288.9075699,0.827149485
CRO,2011-05-08,51.0997,10.9146,0.047717776,0.074263598,0.092034112,0.177127115,0.307116721,0.285823976,0.316141386,-0.273946448,0.055997212,7.912600754,141.3034779,288.2438933,0.794007559
CRO,2011-06-09,51.0997,10.9146,0.054807302,0.076076623,0.084322628,0.201048644,0.28653684,0.245315768,0.409032119,-0.178314804,0.082235353,10.00738025,121.6919478,288.4534798,0.80644836
CRO,2011-07-11,51.0997,10.9146,0.045295624,0.058630601,0.05564955,0.186988206,0.151906924,0.095707478,0.541295212,0.131246492,0.101215821,12.14044749,119.946145,292.0370076,0.706633574
CRO,2011-07-27,51.0997,10.9146,0.05120891,0.075268771,0.076096167,0.344898237,0.273105,0.181049697,0.638493215,0.115401614,0.220215184,23.65412895,107.4137056,291.8884474,0.885239101
CRO,2011-09-29,51.0997,10.9146,0.038789742,0.057831186,0.051480276,0.403908721,0.229621568,0.123444807,0.773906367,0.271239133,0.31258753,20.96015987,67.05373,288.5784092,0.38278959
DBF,2005-04-01,48.4764,2.7801,0.065292615,0.076591473,0.082491289,0.189853861,0.204697962,0.12828451,0.394215105,-0.038354459,0.07484326,6.869363538,91.7833292,283.9897486,0.351074113
DBF,2005-04-17,48.4764,2.7801,0.159641062,0.167736064,0.15168909,0.292028026,0.2277389,0.134923206,0.316280196,0.123998508,0.092362681,9.380010904,101.5562863,282.8705177,0.334801797
DBF,2005-05-10,48.4764,2.7801,0.022395462,0.050518006,0.031151286,0.387038611,0.149518368,0.055548352,0.851018467,0.442497265,0.329377006,43.32119716,131.5246554,282.5030467,0.469386591
DBF,2005-05-26,48.4764,2.7801,0.021704304,0.041288277,0.027959248,0.38486519,0.151513864,0.054919532,0.864546547,0.434955105,0.332733871,44.60844311,134.0664325,294.3311787,0.829342504
DBF,2005-06-11,48.4764,2.7801,0.095369345,0.118036833,0.10061409,0.475496966,0.210563131,0.098530425,0.650712866,0.388041132,0.309411993,30.75041997,99.38341313,287.0464325,0.567648554
DBF,2005-06-20,48.4764,2.7801,0.023689775,0.040020946,0.026862525,0.405164429,0.166815418,0.059879067,0.875644217,0.416579316,0.354779889,56.93220565,160.4719078,298.5783997,1.661021382
DBF,2005-06-27,48.4764,2.7801,0.025530115,0.041291255,0.029282534,0.373321255,0.149814697,0.052317937,0.854534234,0.427161283,0.319015792,38.17688297,119.6708248,299.5919202,1.304937933
DBF,2005-07-13,48.4764,2.7801,0.025102085,0.039348926,0.02957074,0.349883383,0.143199401,0.050447491,0.844140633,0.41912426,0.295350781,43.37812965,146.8698663,295.5911293,0.875124919
DBF,2005-07-29,48.4764,2.7801,0.032611277,0.050115144,0.036526601,0.357991273,0.145345596,0.050319878,0.81482917,0.422434142,0.291701732,35.31417392,121.062613,293.9649264,0.429697168
DBF,2005-08-30,48.4764,2.7801,0.020148642,0.032950649,0.024762818,0.299250446,0.130555346,0.044777871,0.847149354,0.39237192,0.253509822,29.35000345,115.7746204,295.0689475,1.039091788
DBF,2005-09-08,48.4764,2.7801,0.021371027,0.033560999,0.024796795,0.314239778,0.13977285,0.047494117,0.853722008,0.383996449,0.268273414,24.79908502,92.43959215,295.2329648,1.078971947
DBF,2005-10-10,48.4764,2.7801,0.022174157,0.036449922,0.026878486,0.270920243,0.133803739,0.048322001,0.819485555,0.3384032,0.222015226,15.05935744,67.83029125,289.9200528,0.501271063
DBF,2006-01-30,48.4764,2.7801,0.039945521,0.047950727,0.046986305,0.130653221,0.138369292,0.082391348,0.470992681,-0.028482469,0.061536711,2.425417226,39.41415125,273.9310506,0.267823187
DBF,2006-04-11,48.4764,2.7801,0.041837409,0.059692541,0.068800946,0.178052431,0.209286248,0.13078534,0.442576427,-0.080339161,0.078801809,7.712561485,97.872899,278.6431789,0.306329312
DBF,2006-06-07,48.4764,2.7801,0.028746507,0.047899357,0.031134663,0.468097987,0.189374725,0.068966071,0.875269925,0.423953876,0.40971209,60.88775847,148.6110856,288.5918376,0.682395071
DBF,2006-06-14,48.4764,2.7801,0.059773767,0.082479679,0.065704385,0.442046058,0.189108283,0.080855755,0.741194179,0.400925415,0.327641965,43.88278176,133.9351684,295.7040761,0.803622893
DBF,2006-06-30,48.4764,2.7801,0.024217541,0.041794273,0.028736451,0.374291021,0.154476682,0.054973168,0.857397059,0.415683421,0.32091602,49.79568862,155.1673505,294.9374472,1.036996588
DBF,2006-07-16,48.4764,2.7801,0.024038773,0.03846892,0.029925743,0.358328848,0.153920237,0.054346698,0.845844745,0.399041268,0.303090573,47.52589797,156.8042763,298.3096364,2.046195223
DBF,2006-07-25,48.4764,2.7801,0.082152303,0.097151723,0.089279026,0.366837631,0.188273814,0.090552147,0.608525474,0.321649955,0.223230043,31.5255663,141.2245675,300.8179855,2.177900817
DBF,2006-09-11,48.4764,2.7801,0.031960137,0.050048252,0.039488511,0.325333823,0.170973786,0.069492294,0.783519223,0.312748575,0.254905304,25.12958694,98.58400941,294.6132469,0.94486825
DBF,2006-09-27,48.4764,2.7801,0.031393586,0.046279263,0.036780652,0.307425896,0.145447862,0.055468833,0.786287318,0.357543386,0.241725083,17.16532207,71.01175375,288.3829142,0.356331487
DBF,2006-10-13,48.4764,2.7801,0.0854449,0.078688079,0.067583583,0.213647322,0.096336671,0.043766832,0.519373,0.378741394,0.11096265,2.334777638,21.04111275,288.9070263,0.388693316
DBF,2007-03-13,48.4764,2.7801,0.052224189,0.071250346,0.07556549,0.168278446,0.185402107,0.115917416,0.380214318,-0.048112976,0.063981874,4.561287023,71.2903,281.6633428,0.262196491
DBF,2007-04-30,48.4764,2.7801,0.058298602,0.080692194,0.052786479,0.489897253,0.179797999,0.065263149,0.805461354,0.463124319,0.394593305,41.02809156,103.9756404,290.3961951,0.627715038
DBF,2007-06-01,48.4764,2.7801,0.071763725,0.08232841,0.060224837,0.521244189,0.193685437,0.072905541,0.792852812,0.45857507,0.413269921,50.81687909,122.9629269,286.5618776,0.392554543
DBF,2007-08-04,48.4764,2.7801,0.021376841,0.03656181,0.028450993,0.346064757,0.145418436,0.051155016,0.848065174,0.408298122,0.293485468,42.01633234,143.1632463,293.8168589,1.004544301
DBF,2007-09-30,48.4764,2.7801,0.039885115,0.058228355,0.051341127,0.311745818,0.15685412,0.06940084,0.717196514,0.330326351,0.223583014,16.00313292,71.57579925,286.3416862,0.390645477
DBF,2008-04-16,48.4764,2.7801,0.040987263,0.064026192,0.067440365,0.197656039,0.204844011,0.119804001,0.491201208,-0.017365868,0.097088885,11.28150966,116.1977463,278.8921998,0.332563293
DBF,2008-04-25,48.4764,2.7801,0.054459522,0.087155287,0.073656785,0.271126083,0.193133954,0.100831301,0.572735237,0.168061756,0.155283461,18.35106899,118.1778718,284.5699793,0.391927104
DBF,2008-05-11,48.4764,2.7801,0.02383897,0.049160016,0.027544507,0.42686088,0.165626848,0.057352107,0.878766812,0.440876102,0.375111175,55.26288716,147.3240225,290.9124368,0.900856679
DBF,2008-08-06,48.4764,2.7801,0.023035677,0.038182272,0.029567818,0.3540746,0.135583059,0.0453647,0.845857408,0.44627054,0.299496624,41.63294794,139.0097404,296.5664177,1.215991694
DBF,2008-09-16,48.4764,2.7801,0.029738951,0.046396152,0.034591283,0.360410468,0.148235974,0.056176873,0.824855041,0.417137551,0.297286391,23.24613794,78.19442331,285.6360099,0.539152292
DBF,2009-03-18,48.4764,2.7801,0.045207647,0.061240777,0.070946879,0.162956451,0.19996868,0.12610015,0.393365808,-0.101644011,0.064101496,5.276284379,82.3114077,281.9366913,0.367789003
DBF,2009-05-30,48.4764,2.7801,0.020981604,0.038564435,0.024840518,0.42328235,0.16086299,0.057965643,0.889135236,0.449145959,0.376355252,59.76893497,158.8098868,289.3153763,0.828823319
DBF,2009-07-01,48.4764,2.7801,0.025358661,0.041692113,0.027247122,0.431316567,0.17173235,0.060032341,0.881163193,0.430482443,0.380060283,54.91943208,144.5018975,296.3961398,1.031352298
DBF,2009-08-18,48.4764,2.7801,0.052789157,0.072071261,0.062469086,0.367345041,0.170236092,0.080268521,0.709320463,0.366637328,0.260565354,31.74054462,121.8141403,294.9219138,1.166300125
DBF,2009-09-19,48.4764,2.7801,0.028697338,0.047654466,0.036826111,0.342410999,0.140626136,0.048832731,0.805788462,0.417631226,0.275910832,16.31379271,59.12704688,291.9958038,0.681913497
DBF,2009-11-13,48.4764,2.7801,0.051349095,0.072257441,0.078097388,0.198226779,0.171100041,0.08646883,0.434740808,0.073316545,0.08617727,2.633752419,30.56203125,286.8890139,0.335581681
DBF,2009-12-08,48.4764,2.7801,0.048105,0.05608,0.05773,0.1087975,0.10305,0.06818,0.306661062,0.027130365,0.033363957,0.804240504,24.10506963,279.6379846,0.140690088
DBF,2010-01-25,48.4764,2.7801,0.125347244,0.13465774,0.137201099,0.20100578,0.201800821,0.145541807,0.188655777,0.039573721,0.037920902,1.119596374,29.52451875,275.2045612,0.056352059
DBF,2010-03-05,48.4764,2.7801,0.053319572,0.066429928,0.073788542,0.155752459,0.187352125,0.119673511,0.357077456,-0.091943934,0.055615692,3.120720082,56.1122225,273.8346418,0.199897685
DBF,2010-05-24,48.4764,2.7801,0.019527094,0.040900506,0.025794267,0.408574544,0.149042022,0.053626838,0.88123334,0.464937442,0.36004951,54.83183809,152.2897173,293.4915263,1.136476263
DBF,2010-06-18,48.4764,2.7801,0.04620068,0.059711199,0.036189301,0.490964619,0.179766486,0.067027163,0.862699301,0.463975385,0.423554834,54.62276279,128.9626713,289.6394704,0.525137033
DBF,2010-07-04,48.4764,2.7801,0.024361542,0.039193365,0.02852936,0.417680527,0.163987534,0.057603221,0.872125827,0.436102267,0.364269975,59.47401666,163.2690605,294.5630169,1.291499998
DBF,2010-07-11,48.4764,2.7801,0.020639267,0.036576348,0.02860161,0.37877833,0.150149057,0.049711373,0.859582627,0.432281105,0.325591272,46.18680422,141.8551668,299.57201,1.69753654
DBF,2010-07-20,48.4764,2.7801,0.023315456,0.0391896,0.027755793,0.420170933,0.167602203,0.058341501,0.876069941,0.429608558,0.368099125,55.31061635,150.2601138,297.170112,1.522262922
DBF,2010-08-21,48.4764,2.7801,0.018375012,0.030876404,0.020808655,0.367688808,0.147877609,0.047757846,0.892876238,0.426299022,0.3283006,41.4767756,126.3378004,294.6903057,0.785028508
DBF,2010-09-13,48.4764,2.7801,0.035854685,0.052476941,0.042523505,0.358659354,0.147201283,0.057325577,0.788009363,0.418277972,0.282626929,23.27499186,82.35235033,287.9542548,0.461948506
DBF,2010-09-22,48.4764,2.7801,0.019263199,0.035903115,0.023998533,0.344821614,0.139718817,0.045982316,0.86986322,0.423111079,0.299947639,26.15358266,87.1938273,289.8940805,0.550601437
DBF,2010-11-16,48.4764,2.7801,0.065675943,0.080419441,0.079507581,0.153843658,0.140786573,0.077203898,0.31855874,0.054700877,0.049008242,1.32350472,27.005758,278.4940847,0.089573092
DBF,2011-03-08,48.4764,2.7801,0.049055758,0.065530081,0.072946551,0.154740612,0.186298152,0.117911192,0.359238788,-0.092415015,0.05558883,3.883680733,69.86440875,278.449405,0.208650121
DBF,2011-03-24,48.4764,2.7801,0.048077029,0.066390234,0.073919763,0.168695016,0.20484569,0.129646099,0.390640889,-0.096671883,0.065899171,5.698266664,86.46947425,283.7739188,0.35446294
DBF,2011-04-18,48.4764,2.7801,0.030646754,0.063813205,0.040708546,0.355941033,0.160974488,0.063470936,0.794737987,0.376716786,0.28287986,33.20579678,117.3848035,286.8236237,0.675155487
DBF,2011-04-25,48.4764,2.7801,0.036508627,0.058860896,0.03726427,0.40318868,0.150156498,0.052480412,0.830791145,0.456968295,0.334965585,38.61537267,115.2816123,290.867377,0.836541971
DBF,2011-07-30,48.4764,2.7801,0.025950896,0.043014763,0.032768402,0.370040262,0.1542498,0.056995119,0.837300411,0.410998779,0.309834864,40.69892707,131.356835,289.4227759,0.617856395
DBF,2011-08-08,48.4764,2.7801,0.046250359,0.057919619,0.037585687,0.430562547,0.167704719,0.059411301,0.839428267,0.43889932,0.361426372,35.43511737,98.04242325,289.3651384,0.607549805
DBF,2011-09-25,48.4764,2.7801,0.028985802,0.043053056,0.03355931,0.307454407,0.136205515,0.050016704,0.803179118,0.385323231,0.24694096,18.83740546,76.2830334,290.8063018,0.542518563
WET,2009-08-09,74.4814,-20.5545,0.049219423,0.075730277,0.074006871,0.223425392,0.173046538,0.087814214,0.502361509,0.13274578,0.112240317,10.61330248,94.55873582,276.3520184,0.351555181
WET,2009-09-03,74.4814,-20.5545,0.059922705,0.083298861,0.094246731,0.187959461,0.187183123,0.10220922,0.33207184,0.00839315,0.062416044,3.211475157,51.45271866,270.5123393,0.22365644
WET,2009-09-05,74.4814,-20.5545,0.055485471,0.074791583,0.088652009,0.187097525,0.193098441,0.105199452,0.357010637,-0.009750463,0.066795807,3.090431282,46.26684578,268.0949643,0.182774653
WET,2009-09-10,74.4814,-20.5545,0.06250072,0.08548958,0.100911494,0.190955578,0.212146651,0.120731636,0.308510598,-0.04847414,0.05891182,2.280035171,38.702508,265.8602098,0.179618895
WET,2009-09-12,74.4814,-20.5545,0.059831474,0.076757434,0.10002592,0.19343724,0.225766123,0.12867126,0.318306803,-0.071850192,0.061572389,2.456855104,39.90189638,269.4830697,0.210937403
ENF,2000-05-14,52.1666,5.7436,0.026839193,0.039695703,0.03515013,0.192381837,0.116051809,0.055912914,0.691031282,0.247900312,0.132941867,19.17354953,144.2250655,291.8237826,0.905482894
ENF,2000-09-19,52.1666,5.7436,0.023450338,0.03493463,0.025023208,0.197333568,0.086674768,0.036506221,0.774927411,0.389899315,0.152919191,12.13283639,79.34148975,289.7792136,0.478533555
ENF,2001-02-26,52.1666,5.7436,0.158545169,0.156175057,0.139948327,0.259296089,0.115738284,0.072342048,0.298934081,0.383737305,0.077512438,3.919699335,50.56864975,274.2472089,0.111040181
ENF,2001-06-09,52.1666,5.7436,0.032226317,0.045981703,0.040494163,0.196619575,0.113476098,0.058643702,0.658441022,0.268328555,0.129462394,14.39692084,111.2054271,284.0059745,0.49055757
ENF,2001-07-11,52.1666,5.7436,0.096052331,0.10939014,0.109657725,0.294958596,0.16114823,0.091878202,0.457966873,0.295693549,0.135081266,14.22950887,105.340358,289.4031194,0.621665531
ENF,2001-08-05,52.1666,5.7436,0.029770645,0.032566861,0.023401546,0.102892799,0.029498925,0.010787394,0.629412602,0.555561975,0.064762024,5.519578422,85.22862725,288.8902143,0.345102898
ENF,2001-08-21,52.1666,5.7436,0.03447398,0.041191364,0.029525025,0.212097216,0.09784804,0.042391837,0.755610043,0.377438414,0.160262787,15.32119415,95.60044775,290.9130624,0.413356673
ENF,2001-11-09,52.1666,5.7436,0.025088036,0.029966276,0.023780962,0.159009675,0.059458309,0.024884307,0.739801097,0.457629581,0.117635532,3.527015274,29.9825675,276.0657489,0.131520831
ENF,2002-02-20,52.1666,5.7436,0.031245718,0.042692512,0.034726172,0.152226844,0.07206359,0.032501878,0.628503751,0.358632733,0.095675142,1.962002471,20.50691981,279.8413563,0.153618789
ENF,2002-03-08,52.1666,5.7436,0.040241598,0.052799722,0.048381109,0.162625411,0.101394602,0.058016345,0.541425459,0.231825717,0.088049538,4.761822778,54.08117875,280.3097916,0.237440735
ENF,2002-03-17,52.1666,5.7436,0.2176546,0.2136275,0.1992725,0.303712,0.1668775,0.1095851,0.207639599,0.290749734,0.063062638,2.693367256,42.70939725,283.0965532,0.161427749
ENF,2002-05-20,52.1666,5.7436,0.040147054,0.054834156,0.048369657,0.232144152,0.139407725,0.072467415,0.65513529,0.249990652,0.152085826,17.63204005,115.9348013,289.6790498,0.597753829
ENF,2003-07-10,52.1666,5.7436,0.025765209,0.038713536,0.032906138,0.209579764,0.104437984,0.048812438,0.728593396,0.33517024,0.152698432,23.96127394,156.9189256,291.1388944,0.624088533
ENF,2003-08-11,52.1666,5.7436,0.044364691,0.05317771,0.045648276,0.2232136,0.115768125,0.05363849,0.660433254,0.317375979,0.147417684,17.29628669,117.3284388,297.9655991,1.041521604
ENF,2003-09-03,52.1666,5.7436,0.067418464,0.077451811,0.071437965,0.193205407,0.112431184,0.070044068,0.460118995,0.262611152,0.088897478,4.931819063,55.47760391,287.5203362,0.403320848
ENF,2003-10-05,52.1666,5.7436,0.026817639,0.039330404,0.032015248,0.177058007,0.077606204,0.037269941,0.693741337,0.390677783,0.122832459,6.509888105,52.9981095,281.7953313,0.237078507
ENF,2004-01-25,52.1666,5.7436,0.046978831,0.044544415,0.0291025,0.030285,0.0055625,0.008085181,0.019911598,0.689657577,0.000603023,0.007136731,11.83492936,275.5013987,0.051599796
ENF,2004-03-29,52.1666,5.7436,0.032120609,0.040849364,0.037673778,0.160865398,0.100476647,0.050637738,0.620490237,0.23195986,0.099815409,5.598552545,56.08906075,280.6208712,0.249784683
ENF,2004-04-14,52.1666,5.7436,0.028288166,0.039367009,0.035494742,0.164884466,0.106171614,0.053642042,0.645724299,0.217254299,0.106469907,10.97633865,103.0933435,280.883585,0.238072976
ENF,2004-04-23,52.1666,5.7436,0.023476416,0.034601156,0.028677281,0.125557738,0.070385875,0.033442813,0.628135286,0.315704595,0.078867246,9.117850823,115.6101084,283.7201506,0.36986741
ENF,2004-06-01,52.1666,5.7436,0.033485579,0.046907155,0.043038281,0.181240431,0.102579101,0.052080719,0.61620717,0.278985201,0.111681653,12.86667373,115.2084821,288.2405866,0.538012454
ENF,2004-07-19,52.1666,5.7436,0.021346821,0.038958664,0.029558661,0.232759444,0.090405473,0.03823579,0.774634991,0.440709651,0.18030361,21.11389564,117.1019018,290.5549316,0.421862745
ENF,2004-08-04,52.1666,5.7436,0.033256044,0.049678278,0.038800754,0.213666978,0.09117433,0.040810544,0.692628011,0.402077841,0.147991734,15.25593388,103.086392,295.037213,0.815128249
ENF,2004-09-05,52.1666,5.7436,0.050593245,0.06256106,0.05228833,0.215581523,0.10535091,0.055189041,0.609598995,0.343879826,0.13141828,11.20535501,85.26481266,292.877978,0.433730193
ENF,2004-09-21,52.1666,5.7436,0.024797336,0.031447872,0.020854363,0.121341294,0.039802838,0.015292999,0.706680735,0.50669334,0.085749555,3.573880583,41.678124,286.1066055,0.401840601
ENF,2004-11-01,52.1666,5.7436,0.53559736,0.543865078,0.53918676,0.583875289,0.284401832,0.244531628,0.039791683,0.345054775,0.02323338,0.196415614,8.4540265,280.7032795,0.148261155
ENF,2005-02-05,52.1666,5.7436,0.014963861,0.021515874,0.016333423,0.126523098,0.048935962,0.019802704,0.771331085,0.44188336,0.097591198,3.057403272,31.3286785,274.9718266,0.156939028
ENF,2005-04-01,52.1666,5.7436,0.02937721,0.039281207,0.034635352,0.158412708,0.093993563,0.042732772,0.641173792,0.256093291,0.101570077,9.145615474,90.0424195,282.7570826,0.462500999
ENF,2005-05-28,52.1666,5.7436,0.042234918,0.054456739,0.046330799,0.214229597,0.119554225,0.058618585,0.644375737,0.28393389,0.138044354,19.67639523,142.5367615,293.6527843,0.877176232
ENF,2005-06-13,52.1666,5.7436,0.030225357,0.041099301,0.036432365,0.209168331,0.093947014,0.045158088,0.703320345,0.380345177,0.147112343,16.45399097,111.8464343,285.0468756,0.391117263
ENF,2005-08-07,52.1666,5.7436,0.028178124,0.037094602,0.03094402,0.231176978,0.084721922,0.03485464,0.763895145,0.464137217,0.176594971,13.72720992,77.732734,285.7735907,0.173460431
ENF,2005-09-08,52.1666,5.7436,0.023589404,0.035217914,0.028260703,0.185818658,0.078192539,0.033305785,0.735979187,0.408453686,0.136758665,12.01186376,87.83256101,293.7523333,0.582398082
ENF,2005-10-10,52.1666,5.7436,0.023596189,0.036717511,0.028825618,0.174444651,0.073738068,0.031982511,0.716381362,0.406108735,0.124968897,7.238267625,57.92055325,288.576547,0.264498455
ENF,2006-04-04,52.1666,5.7436,0.034212524,0.045892198,0.04172227,0.165296484,0.088937683,0.042805659,0.5969228,0.302598354,0.09866924,3.290670113,33.35051642,277.8717912,0.180416247
ENF,2006-07-02,52.1666,5.7436,0.030565154,0.044874902,0.038237913,0.225094841,0.124732074,0.058646942,0.70958483,0.287406296,0.159723884,23.33839998,146.1171575,296.6347739,1.495540983
ENF,2006-07-18,52.1666,5.7436,0.029074133,0.044115111,0.038369261,0.224115992,0.119385592,0.055897454,0.707646349,0.305396263,0.158594863,23.57786499,148.6672675,298.8263855,1.824248758
ENF,2006-07-25,52.1666,5.7436,0.037239939,0.048551835,0.043034209,0.226574031,0.114658168,0.053940507,0.680764882,0.32827537,0.154243644,19.17892098,124.3417266,298.0176112,1.43780124
ENF,2006-08-19,52.1666,5.7436,0.030536697,0.046673912,0.038948442,0.219043179,0.099812072,0.046124461,0.698064289,0.374000762,0.152906221,15.86689242,103.7687828,291.6859671,0.440286264
ENF,2006-09-27,52.1666,5.7436,0.060652854,0.072134334,0.058015134,0.2198191,0.0943256,0.04298316,0.582375914,0.39995407,0.128017349,6.902804849,53.9208545,288.3971558,0.301873566
ENF,2007-04-16,52.1666,5.7436,0.032965095,0.044169837,0.038369002,0.181102764,0.118633407,0.05849053,0.650351362,0.208768586,0.11778043,12.90282222,109.5497976,289.7502359,0.748462332
ENF,2007-05-25,52.1666,5.7436,0.038013273,0.05715711,0.050014752,0.203143586,0.120854129,0.060811408,0.604873755,0.254645955,0.122876224,15.04706378,122.4570818,291.4545237,0.625793196
ENF,2007-06-19,52.1666,5.7436,0.038660339,0.055792914,0.048509863,0.223664772,0.116872088,0.06117813,0.643538692,0.313792417,0.143936935,21.56312944,149.8095638,291.7313582,0.612744279
ENF,2007-07-28,52.1666,5.7436,0.047750622,0.054585706,0.043454117,0.225708835,0.0762961,0.028892407,0.677116654,0.494902278,0.152831211,16.83090933,110.1274353,289.5267906,0.370811723
ENF,2007-08-29,52.1666,5.7436,0.028212678,0.040244638,0.030318117,0.21248649,0.094916754,0.041473055,0.75026737,0.382677855,0.15942168,11.33263212,71.08589075,286.1157392,0.437064829
ENF,2008-05-04,52.1666,5.7436,0.033235152,0.050251621,0.041779629,0.196426779,0.126453358,0.061173634,0.649214903,0.217134729,0.127523192,16.86766674,132.2713656,287.1578547,0.683002293
