TA_E,VPD_E,PAR_M,NDVI_L,NIRV_L,LSWI_L,NIRVP_L,prediction_label
260.65182,0.16304484,56.28657,0.10783242,0.02868386,-0.16769558,1.614516,-0.011683557137545755
268.9451,0.33010456,76.007965,0.11993757,0.025545899,-0.19209698,1.9416918,-0.02227382208072043
269.8675,0.37942645,83.71816,0.14080638,0.029375492,-0.19294462,2.4592624,0.011035526637524757
282.1748,0.6253785,123.10243,0.14944734,0.025323777,-0.07678019,3.1174183,0.5606231282467539
292.9382,1.1534464,132.12366,0.1444629,0.033911385,-0.13247035,4.480496,0.5890565822456216
290.80313,0.7997251,129.24376,0.23390576,0.060422957,-0.11378157,7.80929,1.026821050497298
292.45395,0.81076306,146.9671,0.29553917,0.059507817,-0.06804628,8.745691,2.0837469183196102
292.3633,0.83751845,90.66679,0.34012324,0.08201384,-0.08225892,7.4359307,1.5355660546039205
296.89984,1.445157,154.88263,0.49607998,0.12276065,0.09235171,19.013493,5.812151436659622
297.58337,1.0860604,129.62152,0.5382994,0.12055942,0.18716896,15.627093,5.583280809938177
293.89737,0.5793236,134.74629,0.52471584,0.17224288,0.14383136,23.209087,6.449617261270302
298.60266,0.7672611,133.5959,0.48632452,0.14793599,0.13499382,19.763641,5.789794181702836
299.9017,1.311637,119.27072,0.44397458,0.13247362,0.072420105,15.800224,4.122912346992809
291.89954,1.0620708,76.04701,0.26850706,0.069517925,-0.055736028,5.2866306,0.7674692216199565
288.42206,0.70800465,67.20519,0.22579442,0.05820588,-0.050926596,3.9117374,0.7821121834160697
283.49506,0.7618187,77.46283,0.18630485,0.03930499,-0.16381107,3.0446758,0.464354208108094
284.43774,0.8590119,73.50815,0.15428236,0.033337433,-0.17564534,2.4505727,0.27762259093515984
281.90637,0.52006745,54.74557,0.10567411,0.021750694,-0.18596382,1.1907543,0.23667459535966334
265.86682,0.2200775,39.936935,0.009387934,0.004986386,0.6184384,0.19914098,0.11692300263300572
258.6248,0.12557854,24.017235,0.010671261,0.005207115,0.47460645,0.12506051,0.03541628130952741
254.41467,0.055663507,36.982334,0.04414589,0.025856612,0.68034905,0.9562379,0.025591093831499052
263.81097,0.17889223,40.955875,0.017012436,0.008585791,0.62041146,0.35163856,0.0787320347775184
264.77365,0.17495653,33.739033,0.010978362,0.006244004,0.57362574,0.21066664,0.0787320347775184
263.3423,0.18973826,63.36002,0.08326653,0.021051705,-0.04776496,1.3338363,0.0772497068593152
269.98785,0.31388122,50.232754,0.004109251,0.001240007,0.3103498,0.062288955,0.30585369706528226
271.01532,0.42147112,104.54028,0.115511306,0.024402792,-0.20175925,2.5510747,-0.00939381006525841
273.78787,0.47380382,115.451546,0.11860854,0.025674852,-0.2122508,2.9642012,-0.00939381006525841
285.161,0.62676334,135.73907,0.145505,0.02512978,-0.124742225,3.411093,0.4444415623797498
290.4509,0.67800236,135.00305,0.15531252,0.031694416,-0.16525476,4.278843,0.5039551904793296
290.99796,0.4906378,123.869026,0.26498,0.06333677,-0.010401957,7.8454638,1.655448007354629
299.85077,2.3006783,147.19402,0.27730644,0.071145535,-0.094104,10.472197,1.4132802431420097
300.5101,2.2979424,157.63617,0.27136025,0.07013489,-0.07630115,11.055796,1.3889757561229148
298.79272,0.9670926,154.86748,0.36681864,0.07753241,-0.01891435,12.007249,3.1183782536059756
295.57523,0.5746592,121.587326,0.45049492,0.15775691,0.09950387,19.181242,5.132274944778704
297.79727,0.8087968,101.949936,0.42382026,0.12820159,0.073420994,13.070144,3.7981395726452245
295.80865,1.1821597,105.26845,0.2759271,0.06329919,-0.107657775,6.6634073,0.9631199144557911
259.8357,0.10571889,60.458523,0.17005566,0.031516463,-0.20886315,1.9054389,-0.03975674674205807
248.37146,0.025275357,42.799217,-0.019518891,-0.014533181,0.7119159,-0.6220088,0.025591093831499052
252.7362,0.032742415,60.195236,-0.017618043,-0.011920879,0.6034407,-0.71758014,0.025591093831499052
259.47556,0.0886994,55.41583,-0.011392419,-0.007653355,0.74817544,-0.42411703,0.025591093831499052
263.4141,0.0827193,75.87145,0.017650094,0.008725302,0.4780906,0.6620013,0.04772891001723403
262.1886,0.07798231,69.52154,0.05881852,0.02482927,0.28144714,1.726169,0.06946609456732318
278.7889,0.25154802,88.388214,0.27068663,0.05388891,0.008081575,4.7631445,0.8250855275973524
279.85175,0.3576751,116.668976,0.2965484,0.07985462,0.03077317,9.316557,1.8499614824319646
279.61685,0.35246328,172.85376,0.5079638,0.12711696,0.03058734,21.972647,3.0721753235308786
279.68668,0.313733,160.07317,0.56939405,0.14524302,0.054715887,23.24951,3.46862719651724
279.87143,0.36618033,145.7706,0.5258576,0.1392276,0.026359962,20.295292,2.971048632087119
259.34308,0.08093301,67.384445,-0.018037427,-0.010788352,0.64499587,-0.72696716,0.025591093831499052
260.8866,0.10825222,50.005196,0.011644164,0.005096802,0.42627764,0.25486654,0.056594218591783416
258.45862,0.071328156,31.705349,0.049669433,0.016309632,0.10517455,0.51710254,0.02232155679354111
258.58768,0.11573752,57.48197,0.042394202,0.014019021,0.18133558,0.8058409,0.06096899645619525
260.61383,0.06956436,58.309162,0.063950345,0.01907523,0.08073032,1.1122607,0.02232155679354111
256.83813,0.062394474,68.150696,0.058626827,0.017586146,0.06640517,1.198508,0.02232155679354111
257.57736,0.08976577,44.687977,0.07053212,0.01990421,0.035089392,0.88947886,0.02232155679354111
269.46854,0.28164977,120.11158,0.001501824,0.000648039,0.4237532,0.07783703,0.2821267721105199
279.39264,0.2789576,120.045685,0.5472512,0.15448382,0.14668307,18.545116,3.589444340147705
276.78394,0.2053652,55.443634,0.34166446,0.10515151,0.13699096,5.8299823,1.3182988750750744
277.6437,0.16942242,93.753746,0.4404429,0.091381714,-0.07080251,8.567378,1.5005881924159565
275.50787,0.17612882,103.18905,0.39708322,0.07740217,-0.05390764,7.987056,1.5383553147131712
272.71655,0.30341113,84.34271,0.048613135,0.018992765,0.48131245,1.6019013,0.3061882401939482
264.4002,0.11525527,61.52819,-0.011042174,-0.006480786,0.638402,-0.39875105,0.0787320347775184
258.65604,0.097766206,57.96743,0.044645496,0.01488544,0.18372226,0.8628707,0.02232155679354111
257.12195,0.06485855,46.615017,-0.000293624,-0.000147437,0.48663625,-0.006872776,0.025591093831499052
252.72453,0.041755985,52.27438,0.013952263,0.006442792,0.41133913,0.33679292,0.025591093831499052
254.24593,0.02711394,56.45827,0.006742564,0.003505327,0.50427276,0.1979047,0.025591093831499052
251.14694,0.04199956,53.342278,-0.024996739,-0.018884081,0.6899174,-1.0073199,0.025591093831499052
256.5553,0.05132957,27.689163,-0.008394876,-0.006546215,0.5771199,-0.18125923,0.004413156549243083
253.63261,0.03032116,52.153934,-0.002244438,-0.001518577,0.48304474,-0.079199776,0.025591093831499052
254.96169,0.03230837,61.445156,-0.010906267,-0.007272112,0.66231626,-0.44683605,0.025591093831499052
254.27887,0.055026203,65.30197,0.032308973,0.013327646,0.2842415,0.8703216,0.06946609456732318
263.06873,0.11620434,53.240852,0.006643661,0.003226963,0.46927375,0.17180625,0.056594218591783416
260.89532,0.0475381,91.58267,-0.01342318,-0.007230948,0.66958433,-0.6622295,0.025591093831499052
256.7788,0.07865167,93.687386,0.028033972,0.010705572,0.25228062,1.002977,0.06946609456732318
267.208,0.21121684,106.714424,0.07999084,0.022286512,0.2220062,2.378292,0.3016262810858397
262.38028,0.08306537,85.69229,0.047382034,0.016193174,0.27134177,1.3876301,0.06946609456732318
277.1865,0.5316458,117.05998,0.11807802,0.020974662,0.040552534,2.4552937,0.5738678887250478
278.04083,0.46805826,154.26889,0.3890982,0.08996663,-0.041998155,13.879051,2.2216835790887335
279.39554,0.49305388,121.695305,0.5122001,0.13269764,0.040249474,16.14868,2.857924367202012
280.493,0.5000842,130.22908,0.44487804,0.123013444,0.1526724,16.019928,3.5137032839509694
275.05396,0.39286426,120.67892,0.41194868,0.07763857,-0.07281528,9.369338,1.8514035057875342
253.78896,0.06677853,54.22711,-0.031953186,-0.021313826,0.77381915,-1.1557872,0.025591093831499052
257.47592,0.04193576,49.245556,-0.033905387,-0.022693472,0.8023429,-1.1175526,0.025591093831499052
256.8258,0.050835412,49.607376,-0.024263788,-0.016692633,0.7114443,-0.8280777,0.025591093831499052
252.97621,0.056636833,31.321863,-0.015084291,-0.012385148,0.67691827,-0.38792592,0.025591093831499052
285.55386,0.47973758,144.28587,0.8721239,0.33646196,0.48892927,48.54671,13.986857025606442
297.5141,1.2423671,122.94174,0.23115914,0.0661953,-0.1033603,8.138165,0.9766701050362453
277.70053,0.10157714,20.890497,0.22492383,0.013632503,-0.275135,0.28478977,0.19319804894914006
278.98944,0.15330155,23.71665,0.22284772,0.034374896,-0.28268778,0.81525743,0.2679079180779202
290.7296,0.8266268,119.76691,0.5156836,0.16699149,0.3109265,20.000055,6.821425489212218
297.19098,1.2997605,96.64653,0.26670423,0.086867586,0.1431166,8.395451,2.097846404308203
297.67694,1.6726391,132.41234,0.22005095,0.04649585,-0.10239938,6.1566243,0.9093763006444896
300.41843,2.1450567,123.72937,0.21611436,0.07222585,-0.1268587,8.936459,0.6784564589991006
293.55078,1.1485269,121.41331,0.1940775,0.04898404,-0.19960496,5.9473143,0.5379889829577067
282.3889,0.32532197,121.12007,0.81258696,0.37592056,0.49500683,45.531525,15.3639210497365
289.51575,0.6796072,152.01808,0.6997998,0.29737103,0.59608334,45.205772,13.623709144190403
287.3685,0.48528126,107.783806,0.58222514,0.30138195,0.53070503,32.484093,12.041380263728966
292.424,0.8415496,140.89735,0.34848857,0.078192055,0.048546407,11.017055,3.483304754708803
294.88297,1.1072984,125.84372,0.23939577,0.093346186,-0.05258479,11.747032,0.49873807028312367
286.21396,0.6530118,99.64956,0.2630494,0.07187571,-0.14986375,7.1623826,0.8249813607042118
281.8173,0.20118634,27.523989,0.29879776,0.047844596,0.05135099,1.3168741,1.0766469703674761
272.97864,0.062823616,17.996677,0.5458228,0.13703522,0.1322339,2.4661784,0.6144973507267167
273.17938,0.057300173,22.635963,0.50929284,0.10895098,0.1023498,2.4662104,0.5620484518596701
292.68045,0.7273894,146.74109,0.35852283,0.087996274,0.08641915,12.912669,3.9312256245835107
288.3977,0.60327244,99.490364,0.21947472,0.05855103,-0.1894757,5.825263,0.6144412019398144
283.8453,0.28013256,51.25585,0.26217374,0.054108422,-0.25547415,2.7733734,0.44159004250789646
283.47162,0.1925307,41.22947,0.30968353,0.06635816,-0.20147705,2.7359116,0.5806125776194542
276.7179,0.1380103,48.428333,0.2029193,0.025682457,-0.22174938,1.2437586,0.1370510707149617
282.02206,0.4052316,105.57569,0.294462,0.043029457,-0.02365332,4.542865,1.3161078981730352
282.09842,0.31634876,150.26288,0.4965711,0.076568365,-0.08425048,11.505383,2.4609135465694014
289.78696,0.71816903,160.79178,0.4562707,0.11079833,-0.121360116,17.81546,4.020151758952689
290.93774,0.5797396,143.49062,0.6207525,0.20242895,0.17779721,29.046654,7.129041322962798
292.60614,0.55069274,88.15926,0.81833345,0.35218045,0.48075446,31.047968,10.391176515961671
294.8794,1.100163,159.35603,0.8392497,0.3532346,0.5293667,56.290062,16.427947710532194
296.84164,0.9808224,125.27916,0.7843224,0.36197218,0.542353,45.347572,16.924667886374323
300.46136,2.1721673,140.07405,1.0864753,0.80141985,0.539931,112.258125,18.82940148434764
292.3413,0.80188125,79.37868,0.80457556,0.38668594,0.5292463,30.694618,12.26257772221334
279.0029,0.17826208,33.711887,0.28787476,0.041404244,0.08792885,1.3958153,1.0117517411703
278.36282,0.23829071,44.971405,0.4656379,0.13514078,0.024042655,6.0774703,1.456772843071348
298.38443,1.366205,142.15813,0.2789804,0.053164195,-0.14761376,7.5577226,0.9473817902942722
288.01132,0.5598386,138.14857,0.23916508,0.030915776,-0.22309673,4.270971,0.4140797152193588
288.33215,0.58314145,96.847534,0.26002324,0.057015315,-0.23385179,5.521793,0.5811182913624556
290.75354,0.5006354,115.71159,0.84424776,0.30151984,-0.06593219,34.88934,7.290867398349135
285.78915,0.36568883,97.7468,0.82424104,0.42974988,0.59665495,42.006676,11.698550040038556
296.16937,1.3613514,154.94894,0.7536306,0.31632885,0.5123225,49.014824,14.352614305740518
272.94992,0.110047065,10.895406,0.000878379,0.000444883,0.53093284,0.004847184,0.2850103029116922
269.3425,0.13657573,33.494896,-0.010075568,-0.003572024,0.5199373,-0.119644575,0.2601914872097034
285.84952,0.3143412,78.74249,0.22995374,0.036847685,-0.27793494,2.9014785,0.35397441886634995
293.12793,0.86139095,159.697,0.79195416,0.33631882,0.29583824,53.709106,11.900326163737738
291.32364,0.74753064,110.98575,0.62227595,0.12817249,0.4009667,14.225319,7.572545689547211
293.87878,1.0155947,132.977,0.661117,0.23057465,0.2018443,30.661129,7.673211831243954
290.41592,0.71125805,77.99361,0.4256536,0.06973243,0.16697791,5.438683,2.4983825437078666
288.7751,0.55598754,98.0941,0.32749495,0.05719295,-0.22438039,5.610291,1.02785427994496
288.841,0.43886268,68.28867,0.31304228,0.050823957,-0.25915328,3.4707005,0.866951944845338
282.51038,0.32946068,49.965656,0.25347418,0.02992018,-0.30922025,1.4949815,0.2509928835575632
281.353,0.26171577,16.619242,0.2603429,0.028088488,-0.2647618,0.4668094,0.2660952256404633
279.44748,0.28324983,60.417015,0.3663231,0.07358444,-0.20126805,4.4457517,0.8594577744361074
281.52747,0.29210114,102.00037,0.47913176,0.119647264,-0.038563862,12.204064,2.5276788721749988
279.54794,0.37239525,126.622635,0.6482957,0.17780204,0.1956546,22.513763,4.329532242927353
286.55344,0.47808942,88.09444,0.86038136,0.39882118,0.5252615,35.133926,10.95048790375779
294.44482,1.149328,159.93256,0.7724323,0.2798794,0.44957474,44.76183,11.13211455036967
288.90756,0.8271495,112.96609,0.36530587,0.066101275,-0.22945914,7.467202,1.5161997015785942
288.2439,0.79400754,141.30348,0.3161414,0.05599721,-0.27394643,7.9126005,1.5423047507231713
288.4535,0.80644834,121.69195,0.4090321,0.08223535,-0.1783148,10.0073805,2.2236991065611775
292.03702,0.70663357,119.946144,0.54129523,0.101215824,0.13124649,12.140448,4.407208686111961
291.88846,0.8852391,107.413704,0.63849324,0.22021519,0.11540161,23.654129,6.721230638817247
288.5784,0.38278958,67.05373,0.77390635,0.31258753,0.27123913,20.96016,6.764037977792286
283.98975,0.3510741,91.78333,0.3942151,0.07484326,-0.03835446,6.8693633,2.008978937761822
282.8705,0.3348018,101.55629,0.3162802,0.09236268,0.12399851,9.380011,2.8649110675994947
282.50305,0.46938658,131.52466,0.8510185,0.329377,0.44249725,43.321198,12.050766461390673
294.33118,0.8293425,134.06644,0.86454654,0.33273387,0.4349551,44.608444,12.142957551025317
287.04645,0.56764853,99.383415,0.65071285,0.309412,0.38804114,30.75042,9.65074338293169
298.5784,1.6610214,160.47191,0.8756442,0.3547799,0.4165793,56.932205,14.77330215315495
299.59192,1.304938,119.67082,0.8545342,0.3190158,0.42716128,38.176884,11.638563862369486
295.59113,0.87512493,146.86987,0.84414065,0.2953508,0.41912425,43.378128,11.905133724511185
293.96494,0.42969716,121.062614,0.8148292,0.29170173,0.42243415,35.314175,10.602255131283417
295.06894,1.0390918,115.77462,0.8471494,0.25350982,0.39237192,29.350004,8.673234431383737
295.23297,1.078972,92.43959,0.85372204,0.2682734,0.38399646,24.799086,7.9432955840178145
289.92004,0.50127107,67.83029,0.81948555,0.22201523,0.3384032,15.059358,5.312807470804461
273.93106,0.2678232,39.41415,0.47099268,0.06153671,-0.028482469,2.4254172,0.5576197762780672
278.6432,0.3063293,97.8729,0.44257644,0.07880181,-0.08033916,7.7125616,1.2972233962285673
288.59183,0.6823951,148.61108,0.87526995,0.40971208,0.4239539,60.88776,13.729523412395968
295.70407,0.8036229,133.93517,0.7411942,0.32764196,0.40092543,43.882782,12.744977349478642
294.93744,1.0369966,155.16734,0.8573971,0.32091603,0.41568342,49.79569,11.51096689613358
298.30963,2.0461953,156.80428,0.84584475,0.30309057,0.39904127,47.525898,9.920437426534285
300.818,2.1779008,141.22456,0.60852545,0.22323005,0.32164997,31.525566,7.57415644974036
294.61325,0.94486827,98.58401,0.7835192,0.2549053,0.31274858,25.129587,6.709686837675972
288.3829,0.3563315,71.01176,0.7862873,0.24172509,0.35754338,17.165321,5.857362062096177
288.907,0.3886933,21.041113,0.519373,0.11096265,0.37874138,2.3347776,3.929518793208672
281.66333,0.26219648,71.2903,0.3802143,0.063981876,-0.048112977,4.561287,1.3693166736312028
290.3962,0.62771505,103.97564,0.80546135,0.3945933,0.4631243,41.02809,12.408685498860969
286.5619,0.39255455,122.96293,0.7928528,0.4132699,0.45857507,50.81688,14.905380794597217
293.81686,1.0045443,143.16325,0.8480652,0.29348546,0.40829813,42.01633,10.601355805631576
286.34167,0.39064547,71.5758,0.7171965,0.22358301,0.33032635,16.003134,5.421494418314077
278.8922,0.33256328,116.19775,0.49120122,0.09708889,-0.017365867,11.281509,2.2736722008103487
284.56998,0.3919271,118.17787,0.57273525,0.15528347,0.16806176,18.351068,5.188126120376772
290.91245,0.9008567,147.32402,0.87876683,0.37511116,0.4408761,55.262886,13.321772791135581
296.5664,1.2159917,139.00974,0.8458574,0.29949662,0.44627053,41.63295,10.75005817138826
285.63602,0.53915226,78.19442,0.824855,0.2972864,0.41713756,23.246138,7.320426009417583
281.9367,0.367789,82.31141,0.3933658,0.064101495,-0.10164401,5.276284,1.3725651406662565
289.31537,0.8288233,158.80989,0.88913524,0.37635526,0.44914597,59.768936,13.009197054680492
296.39615,1.0313523,144.50189,0.8811632,0.3800603,0.43048245,54.919434,13.43820305891456
294.9219,1.1663002,121.81414,0.7093205,0.26056534,0.36663732,31.740545,9.384418422747142
291.9958,0.6819135,59.12705,0.80578846,0.27591082,0.41763124,16.313793,7.344646406153776
286.889,0.3355817,30.56203,0.4347408,0.08617727,0.073316544,2.6337523,1.6904172749337298
279.63797,0.14069009,24.10507,0.30666107,0.033363957,0.027130365,0.8042405,0.8069987072144065
275.20456,0.05635206,29.524519,0.18865578,0.037920903,0.03957372,1.1195964,0.38709425772567474
273.83466,0.19989769,56.11222,0.35707745,0.055615693,-0.091943935,3.1207201,0.4760197277572796
293.49152,1.1364763,152.28972,0.88123333,0.36004952,0.46493745,54.831837,13.503965599749543
289.63947,0.525137,128.96268,0.86269933,0.42355484,0.4639754,54.622765,13.220424920223918
294.56302,1.2915,163.26906,0.8721258,0.36426997,0.43610227,59.47402,12.31064342651237
299.57202,1.6975366,141.85516,0.8595826,0.32559127,0.4322811,46.186806,12.737949382296733
297.1701,1.5222629,150.26012,0.87606996,0.36809912,0.42960855,55.310616,15.231866574951992
294.6903,0.7850285,126.3378,0.89287627,0.3283006,0.42629904,41.476776,11.892861116476011
287.95425,0.4619485,82.35235,0.78800935,0.28262693,0.41827798,23.274992,8.421392712940072
289.89407,0.5506014,87.193825,0.8698632,0.29994765,0.42311108,26.153584,8.373226127975515
278.49408,0.08957309,27.005758,0.31855875,0.049008243,0.054700878,1.3235047,0.9924068480620513
278.4494,0.20865013,69.86441,0.35923877,0.05558883,-0.09241501,3.8836808,0.9967172603514973
283.77393,0.35446295,86.469475,0.39064088,0.06589917,-0.09667188,5.6982665,1.5608225552459403
286.82364,0.67515546,117.3848,0.794738,0.28287986,0.3767168,33.205795,9.1977207805959
290.86737,0.83654195,115.28161,0.8307911,0.3349656,0.4569683,38.61537,11.803879289838118
289.4228,0.6178564,131.35684,0.8373004,0.30983487,0.4109988,40.69893,11.3783282014136
289.36514,0.6075498,98.04243,0.83942825,0.36142638,0.4388993,35.435116,10.178997815890286
290.8063,0.54251856,76.283035,0.80317914,0.24694096,0.38532323,18.837406,7.211912184216239
276.35202,0.35155517,94.55874,0.50236154,0.112240314,0.13274577,10.613302,2.068500197754171
270.51233,0.22365645,51.452717,0.33207184,0.062416043,0.00839315,3.2114751,0.44447360910211803
268.09497,0.18277465,46.266846,0.35701063,0.0667958,-0.009750463,3.0904312,0.3328092718092095
265.8602,0.1796189,38.702507,0.3085106,0.05891182,-0.04847414,2.2800353,0.17125445438150896
269.48306,0.2109374,39.901897,0.3183068,0.061572388,-0.071850196,2.456855,0.4161026309411082
291.8238,0.9054829,144.22507,0.6910313,0.13294187,0.2479003,19.17355,6.528060318313212
289.7792,0.47853357,79.34149,0.77492744,0.15291919,0.3898993,12.132836,6.958778387608929
274.24722,0.11104018,50.56865,0.29893407,0.077512436,0.3837373,3.9196994,0.5803858579270713
284.00598,0.49055758,111.20543,0.658441,0.12946239,0.26832855,14.396921,5.674171657945161
289.4031,0.62166554,105.340355,0.45796686,0.13508126,0.29569355,14.229508,5.921433184066366
288.89023,0.3451029,85.22863,0.6294126,0.064762026,0.55556196,5.5195785,5.713758498983832
290.91306,0.41335666,95.60045,0.75561005,0.1602628,0.37743843,15.321194,6.983047282060501
276.06573,0.13152084,29.982567,0.7398011,0.11763553,0.4576296,3.5270152,2.3686612411048147
279.84137,0.15361878,20.50692,0.62850374,0.09567514,0.35863274,1.9620025,2.5536826431245507
280.30978,0.23744074,54.08118,0.54142547,0.08804954,0.23182572,4.7618227,1.8760982852110273
283.09656,0.16142775,42.709396,0.2076396,0.06306264,0.29074973,2.6933672,1.5861397243316373
289.67905,0.5977538,115.9348,0.6551353,0.15208583,0.24999066,17.63204,6.2139390458354224
291.1389,0.6240885,156.91893,0.7285934,0.15269843,0.33517024,23.961273,8.216972706545127
297.9656,1.0415215,117.32844,0.66043323,0.14741768,0.317376,17.296288,6.459653236856242
287.52032,0.40332085,55.477604,0.460119,0.08889748,0.26261115,4.931819,3.5961241310483656
281.79532,0.2370785,52.998108,0.6937413,0.12283246,0.39067778,6.509888,3.998620841672169
275.5014,0.051599797,11.834929,0.019911598,0.000603023,0.68965757,0.007136731,0.5169352250171161
280.62088,0.24978468,56.08906,0.62049025,0.099815406,0.23195986,5.5985527,2.2411418331871946
280.88358,0.23807298,103.093346,0.6457243,0.10646991,0.2172543,10.976338,3.4946139229190445
283.72015,0.3698674,115.61011,0.62813526,0.07886725,0.31570458,9.117851,5.1447660602843355
288.2406,0.53801244,115.20848,0.6162072,0.111681655,0.2789852,12.866673,5.708935751056327
290.55493,0.42186275,117.1019,0.774635,0.1803036,0.44070965,21.113895,9.690620603916427
295.0372,0.81512827,103.086395,0.692628,0.14799173,0.40207785,15.255934,7.177835140193714
292.878,0.43373019,85.26482,0.609599,0.13141827,0.34387982,11.205355,5.378057558260655
286.1066,0.4018406,41.678123,0.7066807,0.08574955,0.50669336,3.5738807,5.340787816435541
280.70328,0.14826116,8.454026,0.039791685,0.02323338,0.34505478,0.19641562,1.214946983623074
274.97183,0.15693903,31.328678,0.7713311,0.0975912,0.44188336,3.0574033,1.5777100615995168
282.75708,0.462501,90.04242,0.6411738,0.10157008,0.2560933,9.145616,3.6349033272596163
293.65277,0.8771762,142.53676,0.64437574,0.13804436,0.28393388,19.676395,6.629724413621515
285.04688,0.39111727,111.846436,0.7033203,0.14711234,0.38034517,16.45399,7.323768022224662
285.7736,0.17346042,77.732735,0.76389515,0.17659497,0.46413723,13.72721,7.180861975526328
293.75232,0.58239806,87.83256,0.7359792,0.13675867,0.40845367,12.011864,6.945636448962651
288.57654,0.26449844,57.920555,0.7163814,0.124968894,0.40610874,7.2382674,4.918648804473871
277.8718,0.18041624,33.350517,0.5969228,0.09866924,0.30259836,3.2906702,1.9838322833983986
296.63477,1.495541,146.11716,0.70958483,0.15972388,0.2874063,23.3384,7.006505918966874
298.8264,1.8242488,148.66727,0.70764637,0.15859486,0.30539626,23.577866,7.795234713434748
298.0176,1.4378012,124.34173,0.68076485,0.15424365,0.32827538,19.17892,6.742600612709435
291.68597,0.44028628,103.76878,0.69806427,0.15290622,0.37400076,15.866893,7.811694717268452
288.39716,0.30187356,53.920853,0.58237594,0.12801735,0.39995408,6.902805,5.136803809282736
289.75024,0.7484623,109.5498,0.65035135,0.11778043,0.20876859,12.9028225,5.024904097919014
291.45453,0.6257932,122.457085,0.6048738,0.12287623,0.25464594,15.047064,5.905886745644841
291.73135,0.6127443,149.80957,0.6435387,0.14393693,0.3137924,21.56313,7.467975995353136
289.5268,0.37081173,110.12743,0.67711663,0.15283121,0.49490228,16.83091,9.009856981059665
286.11575,0.43706483,71.08589,0.7502674,0.15942168,0.38267785,11.332632,6.1868954792917235
287.15787,0.6830023,132.27136,0.6492149,0.1275232,0.21713473,16.867666,5.849409596533119
283.77606,0.54629505,139.12862,0.6747392,0.14408316,0.2192644,20.04609,5.466710526482078
287.7976,0.30681023,98.585556,0.723746,0.17051151,0.41656098,16.809973,6.9426099586626595
289.5609,0.45927963,92.69524,0.77590334,0.15476519,0.42852187,14.345995,8.013930945993467
284.47342,0.2740651,47.377316,0.62999785,0.1535962,0.30375692,7.276975,3.783846912540988
278.1909,0.16631398,37.435802,0.5476635,0.10132398,0.3462235,3.7931445,2.164200498730376
286.15646,0.47056666,87.75895,0.68339384,0.16078058,0.3764662,14.109936,6.498868118865099
290.6735,0.70042294,119.389565,0.73653364,0.15827405,0.33253536,18.89627,7.060331314781813
294.09445,0.71253663,148.09836,0.70277,0.11278792,0.42639965,16.703707,8.96705869263382
291.87708,0.68305814,90.14076,0.7105821,0.15863188,0.40650013,14.299199,6.42945376325452
288.5124,0.4443676,28.082184,0.54107493,0.115788944,0.4871206,3.2516065,5.0118075589484725
290.56653,0.36148554,68.81072,0.7270852,0.1399175,0.43779916,9.627825,7.067756105525587
281.12738,0.38007143,107.432556,0.64539903,0.10854571,0.26022044,11.661344,5.179587486029547
288.12268,0.557364,144.15053,0.6776218,0.12344083,0.27944916,17.79406,6.943981679693428
295.24078,1.4079297,159.87212,0.71270806,0.14876719,0.30999875,23.783728,7.351503598782398
297.26273,1.5882785,109.533104,0.6811931,0.14348274,0.3605491,15.71611,5.7452644684228655
290.32202,0.5270605,106.07512,0.77177703,0.17285451,0.41741154,18.335562,7.968608548111549
287.55682,0.58313614,98.55086,0.75867856,0.13860558,0.39911714,13.659698,7.013944062961594
284.91208,0.26174542,62.656693,0.5834791,0.04084123,0.5869038,2.5589764,4.380085186005783
279.1018,0.2365825,45.653774,0.69939584,0.12570679,0.4030255,5.7389894,3.412155122370782
270.84256,0.13188687,29.137278,0.66745186,0.10322267,0.4238882,3.0076275,0.41892233339096946
285.18924,0.41144124,101.084496,0.65764314,0.11528747,0.24421418,11.653775,5.1966516738962465
285.69177,0.5969316,110.38854,0.6528935,0.11293382,0.2510576,12.466599,5.385940785333648
288.00198,0.4741597,99.7981,0.674131,0.17418924,0.37550166,17.383757,6.382524326604357
289.13495,0.4619552,130.34584,0.76460195,0.15406635,0.39421827,20.081907,8.622398779062827
289.59845,0.36881173,93.026306,0.751382,0.12890321,0.41771212,11.991388,7.737798478802474
288.77222,0.3467613,64.91039,0.6978594,0.13276821,0.37959546,8.618037,5.850755586281508
276.80557,0.40476352,133.03618,0.64865357,0.12899122,0.2911419,17.160498,3.612451429598713
288.27045,0.81185687,144.68253,0.6451706,0.15549742,0.2619956,22.497759,6.577706986642331
274.49426,0.09107537,35.75603,0.6195426,0.06742641,0.26738152,2.4109008,0.7961463997845953
293.30875,0.8996641,141.51515,0.7826779,0.17673877,0.39917302,25.011211,9.125466368206586
292.20093,0.52816665,61.34023,0.73586184,0.12606014,0.44869134,7.732558,5.91310799886706
288.637,0.24874736,99.49425,0.7749352,0.16664395,0.4059447,16.580114,6.61958441262423
284.39523,0.400552,79.48716,0.7048526,0.12753382,0.337607,10.137301,4.750618165261055
286.52682,0.45068905,66.61005,0.6356426,0.099168465,0.31602275,6.6056166,4.3109531469876945
283.60715,0.21744531,31.268084,0.58316797,0.09948559,0.29653278,3.1107237,2.7809901277414215
272.93268,0.09355078,56.610355,0.3608953,0.05729051,0.49240467,3.2432363,0.4988708365122721
